DUA,0.0,time_8_buggy-DateTimeZone-279,WONG3,100,100,199188,"03 min, 19 sec"
LINE,0.9949887246304183,time_8_buggy-DateTimeZone-279,TARANTULA,37,28,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,OP,100,100,199188,"03 min, 19 sec"
LINE,0.9949899799599199,time_8_buggy-DateTimeZone-279,DRT,37,28,52967,"00 min, 52 sec"
LINE,0.047619047619047616,time_8_buggy-DateTimeZone-279,JACCARD,37,28,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,TARANTULA,100,30,199188,"03 min, 19 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,ZOLTAR,100,30,199188,"03 min, 19 sec"
LINE,0.5238095238095238,time_8_buggy-DateTimeZone-279,KULCZYNSKI2,37,28,52967,"00 min, 52 sec"
LINE,0.5238095238095238,time_8_buggy-DateTimeZone-279,MCCON,37,28,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,OCHIAI,100,30,199188,"03 min, 19 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,MINUS,100,100,199188,"03 min, 19 sec"
LINE,0.0,time_8_buggy-DateTimeZone-279,WONG3,100,100,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,JACCARD,100,30,199188,"03 min, 19 sec"
LINE,0.2182178902359924,time_8_buggy-DateTimeZone-279,OCHIAI,37,28,52967,"00 min, 52 sec"
LINE,0.047619047619047616,time_8_buggy-DateTimeZone-279,ZOLTAR,37,28,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,KULCZYNSKI2,100,30,199188,"03 min, 19 sec"
LINE,0.9970527556734452,time_8_buggy-DateTimeZone-279,OP,37,28,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,MCCON,100,30,199188,"03 min, 19 sec"
LINE,0.997175753369028,time_8_buggy-DateTimeZone-279,MINUS,37,28,52967,"00 min, 52 sec"
DUA,0.0,time_8_buggy-DateTimeZone-279,DRT,100,30,199188,"03 min, 19 sec"
